"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1018_at",0.232323317346546,0.583602288871982,0.474723157703985,0.848456727485253,0.606518887186095,0.204049567166244,0.160653702392639,0.496133368563482,0.795455969822078,1.62460909310971
"1019_g_at",0.831195841845206,0.765191483556538,0.364039081752605,1.09133878971722,0.61507707977216,0.196941152784444,0.120307360978084,0.523077108999877,0.598074840815442,0.649928866413747
"101_at",0.440727389535722,1.29121560789933,1.15196895295506,0.567395576692823,0.478222412792218,0.415819341553173,0.76558088242765,0.410002655916214,0.391588178158976,0.0750021892224103
"1020_s_at",3.01946533636993,0.60068900914313,3.59120270948681,0.678601590315033,0.63623772444258,2.2487039901472,0.0429544939435938,0.928159166378389,2.25405383865992,2.83631798648198
"1021_at",0.0222031753492439,1.86127985049532,0.587965823945497,0.520091409777481,0.272913782594627,0.557156808245215,0.061335043537492,0.204615375565054,0.288387272276201,1.30901565495833
"1022_f_at",0.967585115095859,0.225995181841963,0.950740617623617,0.623654198889872,0.355577414375735,0.00849500277174756,0.179433173806142,0.0015712779438882,0.943969312300725,0.978953774628638
"1023_at",0.337863734772718,0.104670852169815,1.86872893144807,0.790962258761313,0.218768224073597,0.687364324359699,1.12252165963838,0.0989905564424922,1.3357124773975,2.19576576222724
"1024_at",0.481923004719794,0.958969221608585,0.97996504770437,0.156398593154088,0.63134029832654,0.528592683397088,0.0573932158015618,0.42082826809119,0.210635888419802,0.854014521872474
"1025_g_at",0.124941989817834,0.480018262457267,0.484129262665244,0.273620615710295,0.34682305003684,0.111226602781868,0.75746426317111,0.426939164604578,0.517609614507642,1.26671134746968
"1026_s_at",0.352905699030037,0.851193550694886,1.51236093807448,0.0521312103521854,0.0411969098992755,0.388413047735588,0.955538178680759,0.370181398114338,0.452808774433916,1.35722604577106
"1027_at",0.66935261419278,0.153760257038393,0.893609141488851,0.789932270222721,0.167384252702904,0.172416496802801,0.00693872375486994,1.22210598433035,0.120574784164613,0.564589653081815
"1028_at",0.866469726827863,0.507198565049355,0.87088580347331,0.705612236477713,0.180675171653394,0.359296020286653,0.129697829702494,0.109563306026617,0.562014345312899,0.0848722952511611
"1029_s_at",0.0643017833281539,1.25657592455706,1.72322039128082,0.800808132485409,0.284994057040193,1.05997188765502,0.761545834711529,0.31718338586015,0.685158708158143,0.868058641179917
"102_at",1.43969950695072,2.50857540969042,0.040547799840537,0.414488074327516,2.61204519265575,0.331292669775183,0.19197567859886,2.49677597355136,0.799707521387031,0.823342185972875
"1030_s_at",0.687738534690334,0.75593523189208,2.7637011364901,0.865100336123732,0.445046994926698,0.48619565545122,0.419703848352196,2.40904974761792,1.26699226860612,0.037191648601646
"1031_at",0.651998657246251,0.434797769808997,1.15269770879823,1.01623506546966,0.113792333806732,0.133432580925423,0.162627837942931,0.174379052744205,0.847273370042806,1.5398771235774
"1032_at",0.978566056600395,0.972634576444759,0.472195932503937,0.0603790155123226,0.00588847073042765,0.968094331814855,0.753848272599408,0.0994663439098772,0.00793135899520722,1.78262666647198
"1033_g_at",1.21680983713011,0.0312500421634195,2.65114275332105,1.27262242002027,1.10600404972947,1.05180624444806,0.656361499313562,0.673601037177885,1.5318587400346,2.52928660576424
"1034_at",0.210355953432125,2.87099730017719,0.132532158498086,1.68778505454363,3.24581054715942,1.18902656227806,6.77532325931547,3.56673651207196,2.66214428366636,0.902078103947104
"1035_g_at",1.09097158844314,1.4684716269841,0.0080632903944921,1.08281167441675,2.96287013326413,1.5515079172955,5.8613173773346,2.40911480819289,0.34594877886236,2.18429006674184
"1036_at",0.754900158169065,0.344806483839482,1.18479197819906,0.533661769029794,1.64314809404073,1.65290959475733,3.15417733777684,0.99857568541516,1.31911037695567,0.286969347030545
"1037_at",0.124686106198957,0.987171705748165,0.263167551161119,0.933865928471827,0.575405517283837,0.297148998452467,0.97364339947067,0.624276028960527,0.284814638545412,0.535267410578588
"1038_s_at",0.286631137970332,2.82689545282326,3.27107060174317,1.45776214620154,1.28707384020003,0.277164235532041,0.734200315106418,2.98063667024139,3.4672173356198,2.72091093187061
"1039_s_at",0.193815311807197,0.0367129062469113,3.54971223327007,1.28685566213284,0.0270902216551271,1.06540796848033,1.71843823096906,1.42561851436399,2.6630526864276,1.91559099434667
"103_at",0.0701734547353542,0.370361511873543,3.10395729047745,7.99240925871494,0.154683087416133,1.27206044230033,1.97655311727,0.440676583020069,2.29153975552833,1.63542525414705
"1040_s_at",0.29140661937416,0.599301791895032,0.107250543397366,0.34526890459268,0.033734578300899,0.0702003958356362,0.329652574119604,0.282245701315997,0.107432975532595,0.541987003571722
"1041_at",0.0530967219066113,0.488192936259402,0.85399449269335,0.175985226200279,0.150156309215703,0.0520302536435911,0.265617631806118,0.033500069670617,0.773787820379197,0.85538177183018
"1042_at",2.04398423288377,2.4491552986474,2.33520217726842,2.41998720245736,2.02254971208206,2.07551387844318,3.14455586110333,1.70757103276557,7.42910290310042,0.0922428149206394
"1043_s_at",1.89619649054544,0.135865214241461,1.03163984421803,0.124212170381557,0.389011646082951,0.0728334953563135,0.0709962260808664,0.905395776687284,0.541011782228716,1.17872673050932
"1044_s_at",0.0900221520930504,0.117282620938283,0.461730344995809,0.736369239274727,0.558704878990501,0.309072744308697,0.0204412367211674,0.348393608360408,1.98364251492609,0.342064466227489
